OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
6811,Polygon,4,6810,OH,Toledo,Alameda Heights and Homewood Addition,B3,B,2244,"{ ""5"" : ""One of the older well established and built up residential district and within walking distance of Toledo's largest industrial center."", ""3q"" : ""Good  "", ""2b"" : ""1800 - 3000"", ""3d"" : ""  Fair"", ""3a"" : ""Singles  "", ""1d"" : ""80"", ""3i"" : ""4500 - 9,00",25.770131,65.139383,0.206433,1.830259,6.207893,19.019348,50.033495,49.966508,0,90.415674,9.58433,98.554498,1.445505,70.579425,0.081902,0.00036,0
6076,Polygon,6,6075,NY,Staten Island,Grassmere,B8,B,3688,"{ ""3c"" : "" 12 "", ""0"" : ""New York City, N.Y."", ""2d"" : "" No"", ""33"" : """", ""1e"" : ""Static"", ""4a"" : ""Limited"", ""3l"" : "" None "", ""2b"" : ""3500"", ""2e"" : ""None"", ""3d"" : ""  Good"", ""3i"" : ""    1935 48% 6,000 - 7,000"", ""3q"" : ""None (none available)  "", ""3e"" : ""100",1.147171,81.239729,0.175538,9.989972,10.741972,5.562477,79.3194,20.6806,0.015673,77.55313,22.44687,98.553821,1.446179,96.24384,0.041716,0.000069,0
6081,Polygon,5,6080,NY,Staten Island,Arrochar Park,C12,C,3690,"{ ""6"" : ""12 Arrochar Park, Staten Island C"", ""0"" : ""New York City, N.Y. "", ""33"" : """", ""2d"" : "" No"", ""32"" : ""25"", ""2e"" : ""Not at present "", ""3h"" : "" 11,000-16,000 7500-12,000"", ""3c"" : "" 22 22"", ""3n"" : ""25-40 1934 67  75 25-45 "", ""1e"" : ""Downward"", ""31"" :",1.147171,81.239729,0.175538,9.989972,10.741972,5.562477,79.3194,20.6806,0.015673,77.55313,22.44687,98.553821,1.446179,96.24384,0.033105,0.000053,0
6082,Polygon,4,6081,NY,Staten Island,Grassmere,C13,C,3689,"{ ""32"" : """", ""1d"" : ""95, Res. 95%"", ""3d"" : ""  Good"", ""3i"" : ""49    4500-6,000 1935 "", ""1a"" : ""Slightly rolling around a small lake. "", ""3g"" : ""None  "", ""3c"" : ""  15"", ""33"" : """", ""2e"" : ""No"", ""3e"" : "" 100 "", ""3o"" : ""   45-50   1938"", ""3n"" : "" None availab",1.147171,81.239729,0.175538,9.989972,10.741972,5.562477,79.3194,20.6806,0.015673,77.55313,22.44687,98.553821,1.446179,96.24384,0.013229,0.00001,0
6120,Polygon,4,6119,NY,Staten Island,"Arrochar, South Beach",D5,D,3687,"{ ""0"" : ""New York City, N.Y.  New York City, N.Y. "", ""3a"" : ""Single-family 5-12 rms   2-family 4-7 rms "", ""2a"" : ""Wide range: business men to laborers. "", ""2g"" : ""  Yes"", ""3q"" : ""Slight  Slight"", ""3e"" : ""90  90"", ""3f"" : ""60 50 "", ""3h"" : ""7500-15,000 5500",1.147171,81.239729,0.175538,9.989972,10.741972,5.562477,79.3194,20.6806,0.015673,77.55313,22.44687,98.553821,1.446179,96.24384,0.078961,0.000161,0
8527,Polygon,9,8526,WA,Tacoma, ,C5,C,4901,"{ ""2b"" : ""1200 & upward"", ""3p"" : ""  30 good"", ""2c"" : ""American born few"", ""1e"" : ""downward"", ""3i"" : ""1200 to $4000 1933   60  "", ""2a"" : ""mixed"", ""1d"" : ""80"", ""3g"" : ""  6"", ""3j"" : ""  1937 1500 to $5000   80"", ""3f"" : ""  60"", ""1c"" : ""Old and heterogeneous c",1.470389,83.551777,0.873088,3.872915,7.866169,6.648381,57.287539,42.71246,0.006141,93.770521,6.229478,98.550666,1.449333,73.215882,0.100151,0.000183,0
4915,Polygon,1,4914,NJ,Bergen Co., ,C33,C,7360,"{ ""4a"" : ""0"", ""1d"" : ""0"", ""6"" : ""Ample (FHA)"", ""2n"" : "" Practically none are rented    "", ""5b"" : ""0"", ""3"" : ""10 $6,500 Moderately "", ""4b"" : ""10"", ""1c"" : ""- 0"", ""1b"" : ""White collar workers- commuters"", ""5a"" : ""0"", ""2i"" : "" 1939 6000-6500 - "", ""2h"" : "" 60",2.624855,75.69294,0,7.776984,27.592081,6.735573,80.489307,19.510691,0,86.263822,13.736176,98.550398,1.449599,97.155454,0.029156,0.000044,0
4334,Polygon,4,4333,MO,Greater Kansas City, ,C17,C,5569,"{ ""2c"" : ""25 years "", ""1a"" : ""Slowly  "", ""2e"" : ""99% "", ""2l"" : "" 20-30"", ""2a"" : ""Singles 4-7 rms "", ""2d"" : ""Good "", ""1c"" : ""0 "", ""2h"" : "" 2000-5500 Up 10 "", ""2o"" : "" Up to $30 Good"", ""3"" : ""Fair 10 Singles $4000"", ""1d"" : ""0"", ""2g"" : "" 2000-4000"", ""2n"" :",1.203058,73.820583,0.285706,4.274064,24.397196,16.379066,45.113629,45.761077,1.477873,77.594387,13.280319,89.422786,1.451919,84.397414,0.055154,0.000142,0
4338,Polygon,3,4337,MO,Greater Kansas City, ,C20,C,5570,"{ ""3"" : ""1  $4,000"", ""2i"" : ""$1500-6000 Current   "", ""71"" : """", ""4b"" : """", ""5a"" : ""0"", ""2n"" : ""   $15-40 Current"", ""2b"" : ""Frame 80% brick & stucco 20%  "", ""2m"" : ""   $15-40"", ""2e"" : "" 99%"", ""9"" : ""Third 2-1-39 Mission Township Johnson County, Kan. C-20""",1.203058,73.820583,0.285706,4.274064,24.397196,16.379066,45.113629,45.761077,1.477873,77.594387,13.280319,89.422786,1.451919,84.397414,0.061396,0.000145,0
4378,Polygon,5,4377,MO,Greater Kansas City, ,D14,D,5568,"{ ""2l"" : "" $10-20"", ""71"" : ""1938"", ""10"" : """", ""2e"" : "" 95%"", ""2o"" : ""Good $20"", ""5a"" : ""HOLC 1 for $1200"", ""72"" : ""$59.50; HOLC LOANS-64 as of 4-1-39"", ""1b"" : ""Laborers, white collar, WPA workers"", ""8"" : ""An unsightly and spotty area located in the rough",1.203058,73.820583,0.285706,4.274064,24.397196,16.379066,45.113629,45.761077,1.477873,77.594387,13.280319,89.422786,1.451919,84.397414,0.098833,0.000344,0
352,Polygon,7,351,CA,Los Angeles, ,B77,B,7601,"{ ""2g"" : ""N/A 3500-5500"", ""4b"" : ""Few"", ""2f"" : ""80% N/A"", ""2d"" : ""N/A Good"", ""6"" : ""Ample"", ""2b"" : ""Frame, stucco and masonry N/A"", ""1e"" : ""Possible threat of encroachment of apartment houses, etc."", ""71"" : ""7-1938"", ""3"" : ""5 and 6 room $4500-6500 Modera",3.644381,50.005723,0.302081,34.193594,20.910094,6.558263,59.286947,40.713056,0.392689,84.523383,15.47662,98.546826,1.453178,95.701005,0.065578,0.000164,0
473,Polygon,3,472,CA,Los Angeles, ,C35,C,7609,"{ ""2b"" : ""Frame and stucco N/A"", ""1d"" : ""0"", ""4b"" : ""Few"", ""72"" : ""48.8"", ""1c"" : ""Few None subversive"", ""9"" : ""Herman 4-11-39 C-35 3rd"", ""1b"" : ""Skilled and unskilled artisans, white collar workers and WPA workers. Income $700-1500"", ""2c"" : ""N/A 25 years",3.644381,50.005723,0.302081,34.193594,20.910094,6.558263,59.286947,40.713056,0.392689,84.523383,15.47662,98.546826,1.453178,95.701005,0.074792,0.00012,0
475,Polygon,5,474,CA,Los Angeles, ,C37,C,7603,"{ ""6"" : ""Limited and selective"", ""5b"" : ""Few"", ""2g"" : ""N/A 1800-2500"", ""2j"" : ""Poor N/A"", ""2h"" : ""N/A N/A 2500-2750 N/A"", ""2i"" : ""N/A N/A 1939 N/A 2500-2750"", ""2m"" : ""N/A N/A 17.50-32.50 N/A"", ""2b"" : ""6 room bungalows 6-8 room, 2 story Frame and stucco"",",3.644381,50.005723,0.302081,34.193594,20.910094,6.558263,59.286947,40.713056,0.392689,84.523383,15.47662,98.546826,1.453178,95.701005,0.028498,0.000029,0
5124,Polygon,8,5123,NJ,Essex Co.,Nutley,C29,C,7091,"{ ""1e"" : ""None"", ""1b"" : ""Mixed, chiefly skilled labor Est. income $1200-3000"", ""2m"" : ""11 35-45 10 35-50"", ""2p"" : ""Static Static"", ""1d"" : ""0"", ""2b"" : ""Frame Frame"", ""2k"" : ""Static to down Static to down"", ""1a"" : "" Yes "", ""1c"" : ""10 Italian"", ""2i"" : ""3000",0.730173,87.342116,0.00998,3.212868,16.081418,2.484043,83.48965,16.510353,0,96.705179,3.294823,98.546181,1.453821,89.98933,0.041183,0.000092,0
4663,Polygon,4,4662,NC,Charlotte, ,C9,C,255,"{ ""5b"" : ""1000 to $3000"", ""10c"" : ""Good"", ""8c"" : ""25"", ""10b"" : ""Singles & apartments"", ""11b"" : ""None"", ""7"" : ""80% $5000 1928-1929 $30 65% $3000 to $10000 $4000 $45 1933 $2500 to $7000 $25 to $45 $20 to $45 $35 80% $30 to $60 $4000 100 75% $2500 to $7000",17.779101,75.062191,0,1.87989,3.931091,14.50494,53.655986,46.344009,1.013778,19.347899,80.652095,98.541452,1.458543,67.575981,0.028935,0.000041,0
4621,Polygon,3,4620,NC,Asheville, ,A2,A,155,"{ ""12a"" : ""Ample"", ""10b"" : ""$75 singles"", ""5a"" : ""Business Executives - Professional men and Capitalists"", ""3"" : ""Adjoins Asheville Country Club & Golf Course - Grove Park Inn, famous as one of the leading resort hotels in the country - Magnificent mount",3.509208,86.679117,0,1.58268,0.638452,7.884358,65.806248,34.193749,0,77.630906,22.369091,98.541445,1.458552,55.307943,0.096953,0.000176,0
4625,Polygon,3,4624,NC,Asheville, ,B2,B,159,"{ ""5f"" : ""None"", ""13"" : ""Static to downward"", ""11a"" : ""None"", ""5c"" : ""1/2 of 1 Some "", ""7"" : ""4,500 $6,500 5,500  70% $3500-10,000 1925-1926 35 85% 130 20-50 1933 130% $50 1925-1926 2500-8000 90% $30-75 3000-10,000 69% 45 30-75"", ""6c"" : ""25 years"", ""8b""",3.509208,86.679117,0,1.58268,0.638452,7.884358,65.806248,34.193749,0,77.630906,22.369091,98.541445,1.458552,55.307943,0.055081,0.000072,0
4633,Polygon,1,4632,NC,Asheville, ,C1,C,167,"{ ""11b"" : ""None"", ""8a"" : ""60%"", ""8b"" : ""98%"", ""8c"" : ""30%"", ""4"" : ""Outside city limits - inadequate transportation - no restrictions.  Industrial plants located in area."", ""12a"" : ""Very limited"", ""11a"" : ""None"", ""7"" : ""7.5-22.5 2,000 88% 66% 5-15 750-350",1.802235,85.51564,0,3.565174,16.542538,15.211446,54.320514,45.679483,10.940124,57.119096,42.880901,98.541244,1.458753,88.409087,0.054614,0.000144,0
3065,Polygon,4,3064,LA,New Orleans,Canal Blvd. Area,A5,A,3054,"{ ""1a"" : ""  Rapidly"", ""2o"" : ""-- --"", ""1d"" : ""None"", ""3"" : ""Good $5500-8500 30"", ""4b"" : ""0"", ""2h"" : ""(+)6 5000-8000 (+)6 6000-12,000"", ""4a"" : ""0"", ""2f"" : ""1 1"", ""5"" : ""2 yr. (1937-1938)"", ""6"" : ""Ample"", ""2a"" : ""2 story singles, 5-8 rms and Hilos 1 story",3.732169,88.292006,0,3.972417,6.040785,8.026809,73.25466,26.745332,0.080485,57.883699,42.116293,98.540072,1.45992,83.871392,0.049836,0.000062,0
3090,Polygon,3,3089,LA,New Orleans,Part of Lakeview Section,B7,B,3053,"{ ""2l"" : ""None for rent None for rent"", ""2k"" : ""Slightly up Slightly up"", ""2h"" : ""5000-6000 6000-7500 (+)5 (+)5"", ""1e"" : ""None"", ""2n"" : ""Jan '39   None for rent None for rent"", ""2o"" : ""-- --"", ""2i"" : ""Jan '39 None 5000-6000 None 6000-7500"", ""2d"" : ""Fair",3.732169,88.292006,0,3.972417,6.040785,8.026809,73.25466,26.745332,0.080485,57.883699,42.116293,98.540072,1.45992,83.871392,0.039931,0.00002,0
3143,Polygon,4,3142,LA,New Orleans,Part of Lakeview,C8,C,3052,"{ ""2d"" : ""Fair Poor to good"", ""2j"" : ""To $5000     Good To $8000     Fair"", ""8"" : ""Along West End Blvd. (western boundary of area) was the first development of the Lakeview section, caused by the fact that street car line extended down the New Orleans Na",3.732169,88.292006,0,3.972417,6.040785,8.026809,73.25466,26.745332,0.080485,57.883699,42.116293,98.540072,1.45992,83.871392,0.082629,0.000101,0
3144,Polygon,5,3143,LA,New Orleans,Part of Lakeview,C9,C,3050,"{ ""1d"" : ""0"", ""2k"" : ""Steady Steady"", ""2i"" : ""4000-7000 0 4500-8000 0 Jan '39"", ""2h"" : ""(+)5 (+)6 4500-8000 4000-7000"", ""5a"" : ""0"", ""1a"" : ""Yes  "", ""2l"" : ""25-45 30-50"", ""2g"" : ""4000-6500 4500-7000"", ""2f"" : ""70% 80%"", ""2m"" : ""(+)6 30-55 (+)6 25-50"", ""2n""",3.732169,88.292006,0,3.972417,6.040785,8.026809,73.25466,26.745332,0.080485,57.883699,42.116293,98.540072,1.45992,83.871392,0.05372,0.000058,0
5624,Polygon,6,5623,NY,Lower Westchester Co., ,A14,A,7233,"{ ""12b"" : ""Ample"", ""10a"" : ""Good"", ""4"" : ""None. "", ""5g"" : ""slightly  "", ""7"" : ""$100-$300 1929 $175 1932 10- 35,000 70% 15,000 60% 60- 175 100 60% 1937 100 11- 40,000 1929 16,000 65% 100 70- 200  $15-$75,000 $25,000 125"", ""11b"" : ""30"", ""13"" : ""Stable"", ""1",8.106509,79.869158,0.009716,6.177423,10.706716,2.987139,95.497103,4.5029,0,92.231841,7.768162,98.539523,1.460481,96.137462,0.164888,0.00055,0
5628,Polygon,3,5627,NY,Lower Westchester Co., ,A18,A,7227,"{ ""5e"" : ""None"", ""5c"" : ""None 0"", ""6c"" : ""10 years"", ""6d"" : ""Excellent"", ""3"" : ""Attractiveness of location and development. "", ""5f"" : ""None"", ""7"" : ""18,000 $22, 5-$70,000 $30,000 $150-$300 $225 1932 13,5- 35,000 60% 90- 175 135 60% 1937 15- 35,000 20,000",8.106509,79.869158,0.009716,6.177423,10.706716,2.987139,95.497103,4.5029,0,92.231841,7.768162,98.539523,1.460481,96.137462,0.07314,0.000124,0
5657,Polygon,6,5656,NY,Lower Westchester Co., ,B27,B,7229,"{ ""12b"" : ""Ample"", ""1"" : ""SECOND Town of Mamaroneck, N.Y.  B-27"", ""10a"" : ""Good"", ""10b"" : ""Sgls $75-$100"", ""10c"" : ""Good"", ""11a"" : ""Singles"", ""11b"" : ""5"", ""12a"" : ""Ample"", ""13"" : ""Stable"", ""14"" : """", ""15"" : ""See Explanations September 1st 7"", ""2"" : ""High",8.106509,79.869158,0.009716,6.177423,10.706716,2.987139,95.497103,4.5029,0,92.231841,7.768162,98.539523,1.460481,96.137462,0.075902,0.000215,0
5671,Polygon,4,5670,NY,Lower Westchester Co., ,C13,C,7220,"{ ""11b"" : ""None"", ""5d"" : ""0 No"", ""12a"" : ""Limited"", ""15"" : ""September 1st 7 See Explanations"", ""5f"" : ""Few"", ""7"" : ""6,500 6- 7,000 1937 65% 70% 45- 55 50 75% 45 40- 50 60% 1929 100 6,000 1929 100 5,5 6,500 1933 $65 $60-$70 $10,000 $9, 5-$11,000"", ""10a"" :",8.106509,79.869158,0.009716,6.177423,10.706716,2.987139,95.497103,4.5029,0,92.231841,7.768162,98.539523,1.460481,96.137462,0.069523,0.000134,0
6514,Polygon,2,6513,OH,Cleveland, ,D4,D,424,"{ ""2a"" : "" *All the way from cottages to 4-family dwellings"", ""2k"" : "" Firm"", ""5b"" : """", ""4a"" : ""(See Census Tract Map Attached)"", ""2p"" : ""Firm "", ""2"" : ""* "", ""1a"" : ""Yes  "", ""10"" : """", ""6"" : ""Available up to 50%"", ""1d"" : ""0"", ""2f"" : ""75% "", ""1e"" : ""Youn",17.678314,73.019065,0.429617,1.961347,6.978392,21.575359,31.08495,68.91505,0.227347,91.47413,8.52587,98.533969,1.466031,85.844619,0.020819,0.000024,0
7503,Polygon,3,7502,PA,Pittsburgh, ,B3,B,2074,"{ ""12a"" : ""Yes"", ""5b"" : ""1800-10,000"", ""6d"" : ""Good on brick - Only fair on frame"", ""11a"" : ""Singles"", ""10b"" : ""Singles from $50-75"", ""4"" : ""Obsolescence - Very spotty."", ""6b"" : ""Frame 40% (Old part), Brick & stone 60% (New Homes)"", ""5d"" : ""No "", ""15"" :",16.30037,80.13254,0,1.221717,1.156638,9.59543,75.887163,24.112843,0.078554,89.691573,10.308433,98.531762,1.468244,79.111701,0.089025,0.00022,0
7504,Polygon,3,7503,PA,Pittsburgh, ,B4,B,2075,"{ ""9b"" : ""Singles  4000, doubles 7000"", ""10b"" : ""Anything to 60.00"", ""11a"" : ""Brick singles"", ""15"" : ""7 W.A. Stoehr July"", ""10a"" : ""Good"", ""2"" : ""Entire area is on high ground sloping on both sides"", ""14"" : ""The northern section is an exclusive territory",16.30037,80.13254,0,1.221717,1.156638,9.59543,75.887163,24.112843,0.078554,89.691573,10.308433,98.531762,1.468244,79.111701,0.196719,0.00047,0
188,Polygon,3,187,CA,Fresno, ,C7,C,627,"{ ""1"" : ""This large area, almost divided by areas “D-4” and “D-5”, is occupied by laborers, tradesmen, and a few “white-collar” workers, with incomes ranging from $600 to $2,000. The population is approximately 30% foreign born, 50% people of",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.108028,0.000259,0
194,Polygon,2,193,CA,Fresno, ,D4,D,626,"{ ""1"" : ""This large “red” area contains the most mixed population of any part of the City of Fresno. In it are found Japanese, Chinese, negroes, uneducated Italians, and a few representatives of several other races. Most of these people are laborers",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.083646,0.00021,0
195,Polygon,2,194,CA,Fresno, ,D5,D,628,"{ ""1"" : ""The solid “red” part of this area is about 75% built up and is occupied by laborers entirely, whose incomes range from as low as $500 to $1,200 per year. The occupants are a mixture of races—viz, Mexicans, uneducated Germans, Russians, and",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.059945,0.000138,0
2084,Polygon,4,2083,IL,Chicago, ,C216,C,1503,"{ ""5a"" : ""January 1, 1900"", ""1a"" : ""  Yes"", ""1b"" : ""University students"", ""1c"" : ""December 30, 1899 December 30, 1899"", ""1d"" : ""December 30, 1899"", ""1e"" : ""None (Chicago University owns 25% of all buildings)"", ""2"" : ""December 30, 1899 December 30, 1899"",",53.150458,30.493798,0,10.918635,7.096562,36.972453,17.733129,82.266871,0,79.040304,20.959696,98.527627,1.472373,92.264128,0.03631,0.000028,0
2085,Polygon,8,2084,IL,Chicago, ,C217,C,1504,"{ ""2n"" : "" (1939) $35.00-45.00 (1939) $35.00-45.00 "", ""2o"" : ""Good up to $40.00 Good"", ""2p"" : ""Static Up"", ""3"" : ""None  "", ""4a"" : ""December 30, 1899"", ""4b"" : """", ""5"" : """", ""5a"" : ""January 1, 1900"", ""2m"" : "" $35.00-45.00 $35.00-45.00 "", ""2l"" : ""$35.00-45.",53.150458,30.493798,0,10.918635,7.096562,36.972453,17.733129,82.266871,0,79.040304,20.959696,98.527627,1.472373,92.264128,0.039069,0.000055,0
2086,Polygon,5,2085,IL,Chicago, ,C218,C,1508,"{ ""2n"" : ""(1939) $45.00-65.00  (1939) $40.00-55.00 "", ""9"" : ""C August 5, 1900 October 1, 1939 Woodlawn"", ""8"" : ""There are some more large single units in this area than in the area directly to the south. It is also somewhat older. All assessments are in",53.150458,30.493798,0,10.918635,7.096562,36.972453,17.733129,82.266871,0,79.040304,20.959696,98.527627,1.472373,92.264128,0.017656,0.000017,0
2341,Polygon,6,2340,IL,Chicago, ,D78,D,1518,"{ ""7"" : "" "", ""1a"" : ""Yes  "", ""1b"" : ""Laborers, low class wage earners"", ""1c"" : ""Swedes and Jewish December 30, 1899"", ""1d"" : ""December 30, 1899"", ""1e"" : ""Negroes, Jews, Swedes"", ""2"" : ""December 30, 1899 December 30, 1899"", ""2a"" : ""2-3 flats; 6-7 rooms 6",53.150458,30.493798,0,10.918635,7.096562,36.972453,17.733129,82.266871,0,79.040304,20.959696,98.527627,1.472373,92.264128,0.031386,0.000055,0
6286,Polygon,1,6285,OH,Akron, ,C7,C,3354,"{ ""1d"" : ""0"", ""2l"" : ""Static Static"", ""2m"" : ""15-40 20-50 27 10-25"", ""3"" : ""$1500 2 Fair"", ""1b"" : ""Business men and white collared"", ""5a"" : """", ""2d"" : ""18 yrs.  18 yrs. "", ""4b"" : """", ""2f"" : ""97% 97%"", ""2h"" : ""2000-5600 1400-3000 11 2400-6000"", ""9"" : ""C 7",12.055621,81.873737,0,1.8394,0.381388,12.464495,66.298915,33.70108,0.59496,69.422998,30.576997,98.527278,1.472718,99.999996,0.082712,0.000256,0
6290,Polygon,4,6289,OH,Akron, ,D10,D,3331,"{ ""2n"" : ""Jan '39  5 - 10  -12"", ""2o"" : "" "", ""1b"" : ""Common laborers"", ""2a"" : "" 90"", ""2p"" : ""Poor "", ""2h"" : ""12 500 - 1200  500 - 1400"", ""2g"" : "" 50%"", ""2c"" : "" Frame"", ""4a"" : ""4; 3-31-39"", ""6"" : ""None"", ""2i"" : ""  500 - 1200 -11 Jan '39"", ""5b"" : ""1; 3-31",12.960989,81.009872,0.226764,1.423963,1.708685,18.609753,64.0529,35.947079,3.759119,77.89605,22.103929,98.52384,1.476139,45.042222,0.064474,0.000082,0
6301,Polygon,2,6300,OH,Akron, ,D9,D,3333,"{ ""2i"" : ""1100 - 1800 1500 - 2200 16 -9 Jan '39"", ""2a"" : ""60 40"", ""2j"" : ""1000 - 1600 -10"", ""2o"" : ""8 - 13 -9"", ""4a"" : ""13, 3-31-39"", ""1a"" : "" Yes "", ""1d"" : ""15"", ""2n"" : ""-9 Jan '39 10 - 19 15 9 - 14"", ""2e"" : ""Fair to poor Fair to poor"", ""2m"" : ""8 - 12 1",12.960989,81.009872,0.226764,1.423963,1.708685,18.609753,64.0529,35.947079,3.759119,77.89605,22.103929,98.52384,1.476139,45.042222,0.05249,0.000079,0
7447,Polygon,2,7446,PA,Philadelphia, ,D17,D,5732,"{ ""9a"" : ""fair"", ""2"" : ""Level"", ""3"" : ""Good transportation- near employment- subway transportation to Snyder Avenue. "", ""15"" : ""7 June 8, Jas. H. Livezly."", ""14"" : ""Small streets principally 2 story rows. Newer houses are at extreme southern end. Section",7.487453,67.550491,0.114003,16.881946,10.106878,14.278545,59.602269,40.38793,0.080285,86.488672,13.501527,98.513786,1.476413,90.71023,0.118401,0.000755,0
7449,Polygon,3,7448,PA,Philadelphia, ,D19,D,5735,"{ ""6a"" : ""2 & 3 story rows"", ""11b"" : ""nominal"", ""6c"" : ""25-50"", ""6d"" : ""poor to fair"", ""7"" : ""35 25-50 75 2,000 20 1934-36  2,500 45  60 1,600-3,500 June 1937  $4,500  17-30 $2,500-6,000 20-35 25 1,200-2,800 65"", ""10c"" : ""good"", ""4"" : ""Heavy obsolescence",7.487453,67.550491,0.114003,16.881946,10.106878,14.278545,59.602269,40.38793,0.080285,86.488672,13.501527,98.513786,1.476413,90.71023,0.091552,0.000275,0
6241,Polygon,5,6240,OH,Akron, ,A5,A,3298,"{ ""2i"" : ""  Jan '39 5000-35000 -8"", ""2h"" : "" 6000-37,500 5000-30,000 24"", ""2g"" : "" 90%"", ""2p"" : ""Light "", ""2f"" : ""97% "", ""3"" : ""Fair 6 $10,000"", ""2e"" : "" Good"", ""2d"" : "" 10 yrs"", ""2c"" : "" Brick 50%, Frame 50%"", ""2b"" : "" Single family 7-8 rms"", ""2a"" : ""98",20.513778,73.146064,0.034201,0.233289,3.541394,7.620796,76.387495,23.612505,0.008994,94.858605,5.141396,98.523115,1.476886,35.325172,0.148954,0.000403,0
6243,Polygon,6,6242,OH,Akron, ,A7,A,3289,"{ ""2n"" : ""40-125  -11  Jan '39"", ""2b"" : ""Single family 6 rms "", ""2a"" : "" 98"", ""9"" : ""Sunset View and Elmdale Allotments, Akron, Ohio Feb '39 7 A"", ""2"" : ""Firm "", ""1e"" : """", ""72"" : ""28.9"", ""1d"" : ""0"", ""1c"" : ""0 "", ""1b"" : ""Executives, merchants and office",20.513778,73.146064,0.034201,0.233289,3.541394,7.620796,76.387495,23.612505,0.008994,94.858605,5.141396,98.523115,1.476886,35.325172,0.099746,0.00032,0
6261,Polygon,3,6260,OH,Akron, ,B6,B,3288,"{ ""1a"" : ""Slightly  "", ""2a"" : "" 90"", ""2o"" : "" "", ""4a"" : ""0, 3-31-39"", ""4b"" : """", ""5"" : """", ""2n"" : "" Jan '39  -9 25-50"", ""2b"" : ""2 story single family 6 rooms "", ""5a"" : """", ""9"" : ""B Feb '39 Akron, Ohio 6"", ""2m"" : ""27.50-55 18 25-45 "", ""2d"" : "" 13 yrs"", ""2",20.513778,73.146064,0.034201,0.233289,3.541394,7.620796,76.387495,23.612505,0.008994,94.858605,5.141396,98.523115,1.476886,35.325172,0.059701,0.00017,0
8567,Polygon,1,8566,WI,Madison,Village of Maple Bluff,A4,A,5303,"{ ""5f"" : ""None"", ""5d"" : "" None"", ""6a"" : ""Single 5-15 rooms, 2-2 1/2 story"", ""6d"" : ""Good"", ""3"" : ""The only first-class plat adjoining city where center of city can be reached without crossing a railway. Good schools, restricted, adjoins oldest golf cours",0.000028,95.675823,0,0.000201,8.53015,0.595901,92.548665,3.972916,0.00002,80.403671,16.11791,95.039504,1.482077,84.067258,0.081655,0.000115,0
2260,Polygon,3,2259,IL,Chicago, ,D125,D,1615,"{ ""5"" : """", ""2n"" : "" (1939-Sept.) $15.00-20.00  "", ""5a"" : ""December 31, 1899"", ""2o"" : "" Firm up to $15.00"", ""2f"" : ""December 30, 1899 "", ""5b"" : """", ""6"" : ""None"", ""7"" : ""Bremen Township- $74.30; Thornton Township- $66.50. April 21, 1905"", ""2e"" : "" Decembe",10.385741,72.577431,0.027189,0.044256,37.982946,18.099157,74.081146,25.918851,0.052582,92.588541,7.411456,98.514755,1.485242,95.953896,0.092954,0.000135,0
2332,Polygon,3,2331,IL,Chicago, ,D7,D,1242,"{ ""1e"" : ""Italian"", ""4b"" : """", ""5"" : """", ""5a"" : ""February 3, 1900"", ""5b"" : """", ""4a"" : ""January 7, 1900"", ""6"" : ""Very limited"", ""1a"" : "" Yes "", ""1b"" : ""Lower class"", ""1c"" : ""Italian 35%"", ""1d"" : ""0%"", ""7"" : "" "", ""2"" : ""January 29, 1900 65%"", ""8"" : ""This i",3.513474,48.66651,0.419109,1.077848,78.407866,10.192284,67.548179,32.451829,0.326151,92.547714,7.452294,98.51401,1.485997,86.467566,0.057919,0.000129,0
2087,Polygon,5,2086,IL,Chicago, ,C219,C,1505,"{ ""6"" : ""Ample- 5 1/2%"", ""2i"" : "" (1939) 2fl- $5,000-6,500; 3fl- $6,000-9,000; 6fl- $9,000-17,500 (1939) $5,000-5,500 "", ""2h"" : "" $5,000-5,500 2fl- $5,000-6,500; 3fl- $6,000-9,000; 6fl- $9,000-17,500 "", ""2g"" : ""$5,000-5,500 2fl- $5,000-6,500; 3fl- $6,000",55.273173,28.863845,0,10.533613,6.818847,37.45538,17.270834,82.729171,0,78.149326,21.850679,98.512787,1.487217,91.982268,0.033287,0.000062,0
